text;labels
Ka¿dy ma prawo do ochrony zdrowia;konstytucja
Obywatelom, niezale¿nie od ich sytuacji materialnej, w³adze publiczne zapewniaj¹ równy dostêp do œwiadczeñ opieki zdrowotnej finansowanej ze œrodków publicznych;konstytucja
Warunki i zakres udzielania œwiadczeñ okreœla ustawa;konstytucja
W³adze publiczne s¹ obowi¹zane do zapewnienia szczególnej opieki zdrowotnej dzieciom, kobietom ciê¿arnym, osobom niepe³nosprawnym i osobom w podesz³ym wieku;konstytucja
W³adze publiczne s¹ obowi¹zane do zwalczania chorób epidemicznych i zapobiegania negatywnym dla zdrowia skutkom degradacji œrodowiska;konstytucja
W³adze publiczne popieraj¹ rozwój kultury fizycznej, zw³aszcza wœród dzieci i m³odzie¿y;konstytucja
Osobom niepe³nosprawnym w³adze publiczne udzielaj¹, zgodnie z ustaw¹, pomocy w zabezpieczaniu egzystencji, przysposobieniu do pracy oraz komunikacji spo³ecznej;konstytucja
Ka¿dy ma prawo do nauki;konstytucja
Nauka do 18 roku ¿ycia jest obowi¹zkowa;konstytucja
Sposób wykonywania obowi¹zku szkolnego okreœla ustawa;konstytucja
Nauka w szko³ach publicznych jest bezp³atna;konstytucja
Ustawa mo¿e dopuœciæ œwiadczenie niektórych us³ug edukacyjnych przez publiczne szko³y wy¿sze za odp³atnoœci¹;konstytucja
Rodzice maj¹ wolnoœæ wyboru dla swoich dzieci szkó³ innych ni¿ publiczne;konstytucja
Obywatele i instytucje maj¹ prawo zak³adania szkó³ podstawowych, ponadpodstawowych i wy¿szych oraz zak³adów wychowawczych;konstytucja
Warunki zak³adania i dzia³alnoœci szkó³ niepublicznych oraz udzia³u w³adz publicznych w ich finansowaniu, a tak¿e zasady nadzoru pedagogicznego nad szko³ami i zak³adami wychowawczymi, okreœla ustawa;konstytucja
W³adze publiczne zapewniaj¹ obywatelom powszechny i równy dostêp do wykszta³cenia;konstytucja
W tym celu tworz¹ i wspieraj¹ systemy indywidualnej pomocy finansowej i organizacyjnej dla uczniów i studentów;konstytucja
Warunki udzielania pomocy okreœla ustawa;konstytucja
Zapewnia siê autonomiê szkó³ wy¿szych na zasadach okreœlonych w ustawie;konstytucja
Pañstwo w swojej polityce spo³ecznej i gospodarczej uwzglêdnia dobro rodziny;konstytucja
Rodziny znajduj¹ce siê w trudnej sytuacji materialnej i spo³ecznej, zw³aszcza wielodzietne i niepe³ne, maj¹ prawo do szczególnej pomocy ze strony w³adz publicznych;konstytucja
Matka przed i po urodzeniu dziecka ma prawo do szczególnej pomocy w³adz publicznych, której zakres okreœla ustawa;konstytucja
Rzeczpospolita Polska zapewnia ochronê praw dziecka;konstytucja
Ka¿dy ma prawo ¿¹daæ od organów w³adzy publicznej ochrony dziecka przed przemoc¹, okrucieñstwem, wyzyskiem i demoralizacj¹;konstytucja
Dziecko pozbawione opieki rodzicielskiej ma prawo do opieki i pomocy w³adz publicznych;konstytucja
W toku ustalania praw dziecka organy w³adzy publicznej oraz osoby odpowiedzialne za dziecko s¹ obowi¹zane do wys³uchania i w miarê mo¿liwoœci uwzglêdnienia zdania dziecka;konstytucja
Ustawa okreœla kompetencje i sposób powo³ywania Rzecznika Praw Dziecka;konstytucja
Ka¿demu zapewnia siê wolnoœæ twórczoœci artystycznej, badañ naukowych oraz og³aszania ich wyników, wolnoœæ nauczania, a tak¿e wolnoœæ korzystania z dóbr kultury;konstytucja
W³adze publiczne prowadz¹ politykê zapewniaj¹c¹ bezpieczeñstwo ekologiczne wspó³czesnemu i przysz³ym pokoleniom;konstytucja
Ochrona œrodowiska jest obowi¹zkiem w³adz publicznych;konstytucja
Ka¿dy ma prawo do informacji o stanie i ochronie œrodowiska;konstytucja
W³adze publiczne wspieraj¹ dzia³ania obywateli na rzecz ochrony i poprawy stanu œrodowiska;konstytucja
W³adze publiczne prowadz¹ politykê sprzyjaj¹c¹ zaspokojeniu potrzeb mieszkaniowych obywateli, w szczególnoœci przeciwdzia³aj¹ bezdomnoœci, wspieraj¹ rozwój budownictwa socjalnego oraz popieraj¹ dzia³ania obywateli zmierzaj¹ce do uzyskania w³asnego mieszkania;konstytucja
Ochronê praw lokatorów okreœla ustawa;konstytucja
W³adze publiczne chroni¹ konsumentów, u¿ytkowników i najemców przed dzia³aniami zagra¿aj¹cymi ich zdrowiu, prywatnoœci i bezpieczeñstwu oraz przed nieuczciwymi praktykami rynkowymi;konstytucja
Zakres tej ochrony okreœla ustawa;konstytucja
Œrodki ochrony wolnoœci i prawArt;konstytucja
Ka¿dy ma prawo do wynagrodzenia szkody, jaka zosta³a mu wyrz¹dzona przez niezgodne z prawem dzia³anie organu w³adzy publicznej;konstytucja
Ustawa nie mo¿e nikomu zamykaæ drogi s¹dowej dochodzenia naruszonych wolnoœci lub praw;konstytucja
Ka¿da ze stron ma prawo do zaskar¿enia orzeczeñ i decyzji wydanych w pierwszej instancji;konstytucja
Wyj¹tki od tej zasady oraz tryb zaskar¿ania okreœla ustawa;konstytucja
Ka¿dy, czyje konstytucyjne wolnoœci lub prawa zosta³y naruszone, ma prawo, na zasadach okreœlonych w ustawie, wnieœæ skargê do Trybuna³u Konstytucyjnego w sprawie zgodnoœci z Konstytucj¹ ustawy lub innego aktu normatywnego, na podstawie którego s¹d lub organ administracji publicznej orzek³ ostatecznie o jego wolnoœciach lub prawach albo o jego obowi¹zkach okreœlonych w Konstytucji;konstytucja
Przepis ustawa 1 nie dotyczy praw okreœlonych w art. 56;konstytucja
Ka¿dy ma prawo wyst¹pienia, na zasadach okreœlonych w ustawie, do Rzecznika Praw Obywatelskich z wnioskiem o pomoc w ochronie swoich wolnoœci lub praw naruszonych przez organy w³adzy publicznej;konstytucja
Praw okreœlonych w art. 65 ustawa 4 i 5, art. 66, art. 69, art. 71 i art. 74-76 mo¿na dochodziæ w granicach okreœlonych w ustawie;konstytucja
Obowi¹zkiArt;konstytucja
Obowi¹zkiem obywatela polskiego jest wiernoœæ Rzeczypospolitej Polskiej oraz troska o dobro wspólne;konstytucja
Ka¿dy ma obowi¹zek przestrzegania prawa Rzeczypospolitej Polskiej;konstytucja
Ka¿dy jest obowi¹zany do ponoszenia ciê¿arów i œwiadczeñ publicznych, w tym podatków, okreœlonych w ustawie;konstytucja
Obowi¹zkiem obywatela polskiego jest obrona Ojczyzny;konstytucja
Zakres obowi¹zku s³u¿by wojskowej okreœla ustawa;konstytucja
Obywatel, któremu przekonania religijne lub wyznawane zasady moralne nie pozwalaj¹ na odbywanie s³u¿by wojskowej, mo¿e byæ obowi¹zany do s³u¿by zastêpczej na zasadach okreœlonych w ustawie;konstytucja
Ka¿dy jest obowi¹zany do dba³oœci o stan œrodowiska i ponosi odpowiedzialnoœæ za spowodowane przez siebie jego pogorszenie;konstytucja
Zasady tej odpowiedzialnoœci okreœla ustawa;konstytucja
ród³ami powszechnie obowi¹zuj¹cego prawa Rzeczypospolitej Polskiej s¹: Konstytucja, ustawy, ratyfikowane umowy miêdzynarodowe oraz rozporz¹dzenia;konstytucja
ród³ami powszechnie obowi¹zuj¹cego prawa Rzeczypospolitej Polskiej s¹ na obszarze dzia³ania organów, które je ustanowi³y, akty prawa miejscowego;konstytucja
Warunkiem wejœcia w ¿ycie ustaw, rozporz¹dzeñ oraz aktów prawa miejscowego jest ich og³oszenie;konstytucja
Zasady i tryb og³aszania aktów normatywnych okreœla ustawa;konstytucja
Umowy miêdzynarodowe ratyfikowane za uprzedni¹ zgod¹ wyra¿on¹ w ustawie s¹ og³aszane w trybie wymaganym dla ustaw;konstytucja
Zasady og³aszania innych umów miêdzynarodowych okreœla ustawa;konstytucja
Ratyfikacja przez Rzeczpospolit¹ Polsk¹ umowy miêdzynarodowej i jej wypowiedzenie wymaga uprzedniej zgody wyra¿onej w ustawie, je¿eli umowa dotyczy:1) pokoju, sojuszy, uk³adów politycznych lub uk³adów wojskowych,2) wolnoœci, praw lub obowi¹zków obywatelskich okreœlonych w Konstytucji,3) cz³onkostwa Rzeczypospolitej Polskiej w organizacji miêdzynarodowej,4) znacznego obci¹¿enia pañstwa pod wzglêdem finansowym,5) spraw uregulowanych w ustawie lub w których Konstytucja wymaga ustawy;konstytucja
O zamiarze przed³o¿enia Prezydentowi Rzeczypospolitej do ratyfikacji umów miêdzynarodowych, których ratyfikacja nie wymaga zgody wyra¿onej w ustawie, Prezes Rady Ministrów zawiadamia Sejm;konstytucja
Zasady oraz tryb zawierania, ratyfikowania i wypowiadania umów miêdzynarodowych okreœla ustawa;konstytucja
Rzeczpospolita Polska mo¿e na podstawie umowy miêdzynarodowej przekazaæ organizacji miêdzynarodowej lub organowi miêdzynarodowemu kompetencje organów w³adzy pañstwowej w niektórych sprawach;konstytucja
Ustawa wyra¿aj¹ca zgodê na ratyfikacjê umowy miêdzynarodowej, o której mowa w ustawa 1, jest uchwalana przez Sejm wiêkszoœci¹ 2/3 g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów oraz przez Senat wiêkszoœci¹ 2/3 g³osów w obecnoœci co najmniej po³owy ustawowej liczby senatorów;konstytucja
Wyra¿enie zgody na ratyfikacjê takiej umowy mo¿e byæ uchwalone w referendum ogólnokrajowym zgodnie z przepisem art. 125;konstytucja
Uchwa³ê w sprawie wyboru trybu wyra¿enia zgody na ratyfikacjê podejmuje Sejm bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
Ratyfikowana umowa miêdzynarodowa, po jej og³oszeniu w Dzienniku Ustaw Rzeczypospolitej Polskiej, stanowi czêœæ krajowego porz¹dku prawnego i jest bezpoœrednio stosowana, chyba ¿e jej stosowanie jest uzale¿nione od wydania ustawy;konstytucja
Umowa miêdzynarodowa ratyfikowana za uprzedni¹ zgod¹ wyra¿on¹ w ustawie ma pierwszeñstwo przed ustaw¹, je¿eli ustawy tej nie da siê pogodziæ z umow¹;konstytucja
Je¿eli wynika to z ratyfikowanej przez Rzeczpospolit¹ Polsk¹ umowy konstytuuj¹cej organizacjê miêdzynarodow¹, prawo przez ni¹ stanowione jest stosowane bezpoœrednio, maj¹c pierwszeñstwo w przypadku kolizji z ustawami;konstytucja
Rozporz¹dzenia s¹ wydawane przez organy wskazane w Konstytucji, na podstawie szczegó³owego upowa¿nienia zawartego w ustawie i w celu jej wykonania;konstytucja
Upowa¿nienie powinno okreœlaæ organ w³aœciwy do wydania rozporz¹dzenia i zakres spraw przekazanych do uregulowania oraz wytyczne dotycz¹ce treœci aktu;konstytucja
Organ upowa¿niony do wydania rozporz¹dzenia nie mo¿e przekazaæ swoich kompetencji, o których mowa w ustawa 1, innemu organowi;konstytucja
Uchwa³y Rady Ministrów oraz zarz¹dzenia Prezesa Rady Ministrów i ministrów maj¹ charakter wewnêtrzny i obowi¹zuj¹ tylko jednostki organizacyjnie podleg³e organowi wydaj¹cemu te akty;konstytucja
Zarz¹dzenia s¹ wydawane tylko na podstawie ustawy;konstytucja
Nie mog¹ one stanowiæ podstawy decyzji wobec obywateli, osób prawnych oraz innych podmiotów;konstytucja
Uchwa³y i zarz¹dzenia podlegaj¹ kontroli co do ich zgodnoœci z powszechnie obowi¹zuj¹cym prawem;konstytucja
Organy samorz¹du terytorialnego oraz terenowe organy administracji rz¹dowej, na podstawie i w granicach upowa¿nieñ zawartych w ustawie, ustanawiaj¹ akty prawa miejscowego obowi¹zuj¹ce na obszarze dzia³ania tych organów;konstytucja
Zasady i tryb wydawania aktów prawa miejscowego okreœla ustawa;konstytucja
W³adzê ustawodawcz¹ w Rzeczypospolitej Polskiej sprawuj¹ Sejm i Senat;konstytucja
Sejm sprawuje kontrolê nad dzia³alnoœci¹ Rady Ministrów w zakresie okreœlonym przepisami Konstytucji i ustaw;konstytucja
Wybory i kadencjaArt;konstytucja
Sejm sk³ada siê z 460 pos³ów;konstytucja
Wybory do Sejmu s¹ powszechne, równe, bezpoœrednie i proporcjonalne oraz odbywaj¹ siê w g³osowaniu tajnym;konstytucja
Senat sk³ada siê ze 100 senatorów;konstytucja
Wybory do Senatu s¹ powszechne, bezpoœrednie i odbywaj¹ siê w g³osowaniu tajnym;konstytucja
Sejm i Senat s¹ wybierane na czteroletnie kadencje;konstytucja
Kadencje Sejmu i Senatu rozpoczynaj¹ siê z dniem zebrania siê Sejmu na pierwsze posiedzenie i trwaj¹ do dnia poprzedzaj¹cego dzieñ zebrania siê Sejmu nastêpnej kadencji;konstytucja
Wybory do Sejmu i Senatu zarz¹dza Prezydent Rzeczypospolitej nie póŸniej ni¿ na 90 dni przed up³ywem 4 lat od rozpoczêcia kadencji Sejmu i Senatu, wyznaczaj¹c wybory na dzieñ wolny od pracy, przypadaj¹cy w ci¹gu 30 dni przed up³ywem 4 lat od rozpoczêcia kadencji Sejmu i Senatu;konstytucja
Sejm mo¿e skróciæ swoj¹ kadencjê uchwa³¹ podjêt¹ wiêkszoœci¹ co najmniej 2/3 g³osów ustawowej liczby pos³ów;konstytucja
Skrócenie kadencji Sejmu oznacza jednoczesne skrócenie kadencji Senatu;konstytucja
Przepis ustawa 5 stosuje siê odpowiednio;konstytucja
Prezydent Rzeczypospolitej, po zasiêgniêciu opinii Marsza³ka Sejmu i Marsza³ka Senatu, mo¿e w przypadkach okreœlonych w Konstytucji zarz¹dziæ skrócenie kadencji Sejmu;konstytucja
Wraz ze skróceniem kadencji Sejmu skrócona zostaje równie¿ kadencja Senatu;konstytucja
Prezydent Rzeczypospolitej, zarz¹dzaj¹c skrócenie kadencji Sejmu, zarz¹dza jednoczeœnie wybory do Sejmu i Senatu i wyznacza ich datê na dzieñ przypadaj¹cy nie póŸniej ni¿ w ci¹gu 45 dni od dnia zarz¹dzenia skrócenia kadencji Sejmu;konstytucja
Prezydent Rzeczypospolitej zwo³uje pierwsze posiedzenie nowo wybranego Sejmu nie póŸniej ni¿ na 15 dzieñ po dniu przeprowadzenia wyborów;konstytucja
W razie skrócenia kadencji Sejmu stosuje siê odpowiednio przepis ustawa 1;konstytucja
Wybrany do Sejmu mo¿e byæ obywatel polski maj¹cy prawo wybierania, który najpóŸniej w dniu wyborów koñczy 21 lat;konstytucja
Wybrany do Senatu mo¿e byæ obywatel polski maj¹cy prawo wybierania, który najpóŸniej w dniu wyborów koñczy 30 lat;konstytucja
Wybran¹ do Sejmu lub do Senatu nie mo¿e byæ osoba skazana prawomocnym wyrokiem na karê pozbawienia wolnoœci za przestêpstwo umyœlne œcigane z oskar¿enia publicznego;konstytucja
Kandydatów na pos³ów i senatorów mog¹ zg³aszaæ partie polityczne oraz wyborcy;konstytucja
Nie mo¿na kandydowaæ równoczeœnie do Sejmu i Senatu;konstytucja
Zasady i tryb zg³aszania kandydatów i przeprowadzania wyborów oraz warunki wa¿noœci wyborów okreœla ustawa;konstytucja
Wa¿noœæ wyborów do Sejmu i Senatu stwierdza S¹d Najwy¿szy;konstytucja
Wyborcy przys³uguje prawo zg³oszenia do S¹du Najwy¿szego protestu przeciwko wa¿noœci wyborów na zasadach okreœlonych w ustawie;konstytucja
Pos³owie i senatorowieArt;konstytucja
Nie mo¿na byæ równoczeœnie pos³em i senatorem;konstytucja
Mandatu pos³a nie mo¿na ³¹czyæ z funkcj¹ Prezesa Narodowego Banku Polskiego, Prezesa Najwy¿szej Izby Kontroli, Rzecznika Praw Obywatelskich, Rzecznika Praw Dziecka i ich zastêpców, cz³onka Rady Polityki Pieniê¿nej, cz³onka Krajowej Rady Radiofonii i Telewizji, ambasadora oraz z zatrudnieniem w Kancelarii Sejmu, Kancelarii Senatu, Kancelarii Prezydenta Rzeczypospolitej lub z zatrudnieniem w administracji rz¹dowej;konstytucja
Zakaz ten nie dotyczy cz³onków Rady Ministrów i sekretarzy stanu w administracji rz¹dowej;konstytucja
Sêdzia, prokurator, urzêdnik s³u¿by cywilnej, ¿o³nierz pozostaj¹cy w czynnej s³u¿bie wojskowej, funkcjonariusz policji oraz funkcjonariusz s³u¿b ochrony pañstwa nie mog¹ sprawowaæ mandatu poselskiego;konstytucja
Inne przypadki zakazu ³¹czenia mandatu poselskiego z funkcjami publicznymi oraz zakazu jego sprawowania mo¿e okreœliæ ustawa;konstytucja
Pos³owie s¹ przedstawicielami Narodu;konstytucja
Nie wi¹¿¹ ich instrukcje wyborców;konstytucja
Przed rozpoczêciem sprawowania mandatu pos³owie sk³adaj¹ przed Sejmem nastêpuj¹ce œlubowanie:    „Uroczyœcie œlubujê rzetelnie i sumiennie wykonywaæ obowi¹zki wobec Narodu, strzec suwerennoœci i interesów Pañstwa, czyniæ wszystko dla pomyœlnoœci Ojczyzny i dobra obywateli, przestrzegaæ Konstytucji i innych praw Rzeczypospolitej Polskiej;konstytucja
”Œlubowanie mo¿e byæ z³o¿one z dodaniem zdania „Tak mi dopomó¿ Bóg”;konstytucja
Odmowa z³o¿enia œlubowania oznacza zrzeczenie siê mandatu;konstytucja
Pose³ nie mo¿e byæ poci¹gniêty do odpowiedzialnoœci za swoj¹ dzia³alnoœæ wchodz¹c¹ w zakres sprawowania mandatu poselskiego ani w czasie jego trwania, ani po jego wygaœniêciu;konstytucja
Za tak¹ dzia³alnoœæ pose³ odpowiada wy³¹cznie przed Sejmem, a w przypadku naruszenia praw osób trzecich mo¿e byæ poci¹gniêty do odpowiedzialnoœci s¹dowej tylko za zgod¹ Sejmu;konstytucja
Od dnia og³oszenia wyników wyborów do dnia wygaœniêcia mandatu pose³ nie mo¿e byæ poci¹gniêty bez zgody Sejmu do odpowiedzialnoœci karnej;konstytucja
Postêpowanie karne wszczête wobec osoby przed dniem wyboru jej na pos³a ulega na ¿¹danie Sejmu zawieszeniu do czasu wygaœniêcia mandatu;konstytucja
W takim przypadku ulega równie¿ zawieszeniu na ten czas bieg przedawnienia w postêpowaniu karnym;konstytucja
Pose³ mo¿e wyraziæ zgodê na poci¹gniêcie go do odpowiedzialnoœci karnej;konstytucja
W takim przypadku nie stosuje siê przepisów ustawa 2 i 3;konstytucja
Pose³ nie mo¿e byæ zatrzymany lub aresztowany bez zgody Sejmu, z wyj¹tkiem ujêcia go na gor¹cym uczynku przestêpstwa i je¿eli jego zatrzymanie jest niezbêdne do zapewnienia prawid³owego toku postêpowania;konstytucja
O zatrzymaniu niezw³ocznie powiadamia siê Marsza³ka Sejmu, który mo¿e nakazaæ natychmiastowe zwolnienie zatrzymanego;konstytucja
Szczegó³owe zasady poci¹gania pos³ów do odpowiedzialnoœci karnej oraz tryb postêpowania okreœla ustawa;konstytucja
Warunki niezbêdne do skutecznego wype³niania obowi¹zków poselskich oraz ochronê praw wynikaj¹cych ze sprawowania mandatu okreœla ustawa;konstytucja
W zakresie okreœlonym ustaw¹ pose³ nie mo¿e prowadziæ dzia³alnoœci gospodarczej z osi¹ganiem korzyœci z maj¹tku Skarbu Pañstwa lub samorz¹du terytorialnego ani nabywaæ tego maj¹tku;konstytucja
Za naruszenie zakazów, o których mowa w ustawa 1, pose³, uchwa³¹ Sejmu podjêt¹ na wniosek Marsza³ka Sejmu, mo¿e byæ poci¹gniêty do odpowiedzialnoœci przed Trybuna³em Stanu, który orzeka w przedmiocie pozbawienia mandatu;konstytucja
Do senatorów stosuje siê odpowiednio przepisy art. 103-107;konstytucja
Organizacja i dzia³anieArt;konstytucja
Sejm i Senat obraduj¹ na posiedzeniach;konstytucja
Pierwsze posiedzenia Sejmu i Senatu Prezydent Rzeczypospolitej zwo³uje na dzieñ przypadaj¹cy w ci¹gu 30 dni od dnia wyborów, z wyj¹tkiem przypadków okreœlonych w art. 98 ustawa 3 i 5;konstytucja
Sejm wybiera ze swojego grona Marsza³ka Sejmu i wicemarsza³ków;konstytucja
Marsza³ek Sejmu przewodniczy obradom Sejmu, strze¿e praw Sejmu oraz reprezentuje Sejm na zewn¹trz;konstytucja
Sejm powo³uje komisje sta³e oraz mo¿e powo³ywaæ komisje nadzwyczajne;konstytucja
Sejm mo¿e powo³aæ komisjê œledcz¹ do zbadania okreœlonej sprawy;konstytucja
Tryb dzia³ania komisji œledczej okreœla ustawa;konstytucja
Organizacjê wewnêtrzn¹ i porz¹dek prac Sejmu oraz tryb powo³ywania i dzia³alnoœci jego organów, jak te¿ sposób wykonywania konstytucyjnych i ustawowych obowi¹zków organów pañstwowych wobec Sejmu okreœla regulamin Sejmu uchwalony przez Sejm;konstytucja
Posiedzenia Sejmu s¹ jawne;konstytucja
